,Paper,Subject,Subj_notes,MonoMix,Dom.species,TropTemp,Month.corr,Time,Plot.time,Plot.time.err,Method,AGbiomass,AGbiomass.units,AGbiomass_notes,Resp_facet,time.unit,model,O2.mmol,Temp.C,Time2,AGbiomass2,Temp2,Response
897,Plus et al. 2001,A,NA,mono,Zostera noltii,temperate,May,5,5,0,Incubator,27.8,g DW m-2,NA,NCP_hour,hour,N,4.067871,17.3,25,772.84,299.29,NCP
898,Plus et al. 2001,A,NA,mono,Zostera noltii,temperate,Jul,7,7,0,Incubator,99.9,g DW m-2,NA,NCP_hour,hour,N,9.517951,21.6,49,9980.01,466.56,NCP
899,Plus et al. 2001,A,NA,mono,Zostera noltii,temperate,Aug,8,8,0,Incubator,136.3,g DW m-2,NA,NCP_hour,hour,N,3.950804,26.8,64,18577.69,718.24,NCP
900,Plus et al. 2001,A,NA,mono,Zostera noltii,temperate,Aug,8,8,0,Incubator,36.4,g DW m-2,NA,NCP_hour,hour,N,11.543027,25.2,64,1324.96,635.04,NCP
901,Plus et al. 2001,A,NA,mono,Zostera noltii,temperate,Oct,10,10,0,Incubator,54.2,g DW m-2,NA,NCP_hour,hour,N,9.966249,14.4,100,2937.64,207.36,NCP
902,Rheuban et al. 2014,A,NA,mono,Zostera marina,temperate,Feb,2,2,0,Eddy correlation,NA,NA,NA,NCP_day,day,N,6.4,9.4,4,NA,88.36,NCP
903,Rheuban et al. 2014,A,NA,mono,Zostera marina,temperate,Jun,6,6,0,Eddy correlation,NA,NA,NA,NCP_day,day,N,55.5,27.6,36,NA,761.76,NCP
904,Rheuban et al. 2014,A,NA,mono,Zostera marina,temperate,Aug,8,8,0,Eddy correlation,NA,NA,NA,NCP_day,day,N,-47.6,30.1,64,NA,906.01,NCP
905,Rheuban et al. 2014,A,NA,mono,Zostera marina,temperate,Oct,10,10,0,Eddy correlation,NA,NA,NA,NCP_day,day,N,-0.31,17,100,NA,289,NCP
906,Santos et al. 2004,A,NA,mono,Zostera noltii,temperate,Jul,7,7,0,Incubator,NA,NA,NA,NCP_hour,hour,N,4.9,NA,49,NA,NA,NCP
907,Santos et al. 2004,B,NA,mono,Cymodocea nodosa,temperate,Jul,7,7,0,Incubator,NA,NA,NA,NCP_hour,hour,N,2.01,NA,49,NA,NA,NCP
908,Staehr et al. 2018,A,NA,mono,Zostera marina,temperate,Apr,4,4,0,Incubator,NA,NA,NA,NCP_day,day,N,6.25,9,16,NA,81,NCP
909,Staehr et al. 2018,A,NA,mono,Zostera marina,temperate,Jun,6,6,0,Incubator,NA,NA,NA,NCP_day,day,N,65.6,16,36,NA,256,NCP
910,Staehr et al. 2018,A,NA,mono,Zostera marina,temperate,Aug,8,8,0,Incubator,NA,NA,NA,NCP_day,day,N,-50,21,64,NA,441,NCP
911,Stutes et al. 2007,A,NA,mono,Halodule wrightii,tropical,Feb,2,2,0,Incubator,20.776,g AFDW m-2,NA,NCP_hour,hour,N,2.234608,15.5875,4,431.642176,242.9701563,NCP
912,Stutes et al. 2007,A,NA,mono,Halodule wrightii,tropical,Apr,4,4,0,Incubator,16.218,g AFDW m-2,NA,NCP_hour,hour,N,3.449225,25.95,16,263.023524,673.4025,NCP
913,Stutes et al. 2007,A,NA,mono,Halodule wrightii,tropical,Apr,4,4,0,Incubator,10.998,g AFDW m-2,NA,NCP_hour,hour,N,2.083343,25.3,16,120.956004,640.09,NCP
914,Stutes et al. 2007,A,NA,mono,Halodule wrightii,tropical,Jun,6,6,0,Incubator,45.156,g AFDW m-2,NA,NCP_hour,hour,N,2.683108,30.0125,36,2039.064336,900.7501563,NCP
915,Stutes et al. 2007,A,NA,mono,Halodule wrightii,tropical,Jun,6,6,0,Incubator,41.552,g AFDW m-2,NA,NCP_hour,hour,N,1.790104,28.2,36,1726.568704,795.24,NCP
916,Stutes et al. 2007,A,NA,mono,Halodule wrightii,tropical,Aug,8,8,0,Incubator,34.238,g AFDW m-2,NA,NCP_hour,hour,N,1.092726,31.1125,64,1172.240644,967.9876563,NCP
917,Stutes et al. 2007,A,NA,mono,Halodule wrightii,tropical,Aug,8,8,0,Incubator,23.002,g AFDW m-2,NA,NCP_hour,hour,N,0.81837,31.775,64,529.092004,1009.650625,NCP
918,Stutes et al. 2007,A,NA,mono,Halodule wrightii,tropical,Oct,10,10,0,Incubator,11.024,g AFDW m-2,NA,NCP_hour,hour,N,2.998127,21.775,100,121.528576,474.150625,NCP
919,Stutes et al. 2007,A,NA,mono,Halodule wrightii,tropical,Dec,12,12,0,Incubator,19.08,g AFDW m-2,NA,NCP_hour,hour,N,1.926982,20.125,144,364.0464,405.015625,NCP
920,Stutes et al. 2007,A,NA,mono,Halodule wrightii,tropical,Dec,12,12,0,Incubator,11.837,g AFDW m-2,NA,NCP_hour,hour,N,1.795399,14.1125,144,140.114569,199.1626563,NCP
921,Stutes et al. 2007,B,NA,mono,Halodule wrightii,tropical,Feb,2,2,0,Incubator,36.782,g AFDW m-2,NA,NCP_hour,hour,N,2.995628,16.2375,4,1352.915524,263.6564063,NCP
922,Stutes et al. 2007,B,NA,mono,Halodule wrightii,tropical,Apr,4,4,0,Incubator,42.4,g AFDW m-2,NA,NCP_hour,hour,N,2.796307,25.8,16,1797.76,665.64,NCP
923,Stutes et al. 2007,B,NA,mono,Halodule wrightii,tropical,Apr,4,4,0,Incubator,35.113,g AFDW m-2,NA,NCP_hour,hour,N,3.690709,22.94286,16,1232.922769,526.374825,NCP
924,Stutes et al. 2007,B,NA,mono,Halodule wrightii,tropical,Jun,6,6,0,Incubator,34.98,g AFDW m-2,NA,NCP_hour,hour,N,-1.620055,31.4125,36,1223.6004,986.7451563,NCP
925,Stutes et al. 2007,B,NA,mono,Halodule wrightii,tropical,Jun,6,6,0,Incubator,32.224,g AFDW m-2,NA,NCP_hour,hour,N,3.028799,28.825,36,1038.386176,830.880625,NCP
926,Stutes et al. 2007,B,NA,mono,Halodule wrightii,tropical,Aug,8,8,0,Incubator,80.772,g AFDW m-2,NA,NCP_hour,hour,N,4.431248,30.45,64,6524.115984,927.2025,NCP
927,Stutes et al. 2007,B,NA,mono,Halodule wrightii,tropical,Aug,8,8,0,Incubator,13.25,g AFDW m-2,NA,NCP_hour,hour,N,5.32665,29.9875,64,175.5625,899.2501563,NCP
928,Stutes et al. 2007,B,NA,mono,Halodule wrightii,tropical,Oct,10,10,0,Incubator,38.478,g AFDW m-2,NA,NCP_hour,hour,N,2.372285,22.4375,100,1480.556484,503.4414063,NCP
929,Stutes et al. 2007,B,NA,mono,Halodule wrightii,tropical,Dec,12,12,0,Incubator,22.26,g AFDW m-2,NA,NCP_hour,hour,N,3.432839,18.36667,144,495.5076,337.3345669,NCP
930,Stutes et al. 2007,B,NA,mono,Halodule wrightii,tropical,Dec,12,12,0,Incubator,5.698,g AFDW m-2,NA,NCP_hour,hour,N,2.810893,13.01667,144,32.467204,169.4336979,NCP
931,Viaroli et al. 1996,A,NA,mono,Zostera noltii,temperate,May,5,5,0,Incubator,101,g DW m-2,NA,NCP_hour,hour,N,6.525,NA,25,10201,NA,NCP
932,Viaroli et al. 1996,A,NA,mono,Zostera noltii,temperate,Aug,8,8,0,Incubator,101,g DW m-2,NA,NCP_hour,hour,N,6.79,NA,64,10201,NA,NCP
933,Yarbro and Carlson 2008,A,NA,mono,Thalassia testudinum,tropical,May,5,5,0,Incubator,NA,NA,NA,NCP_day,day,N,16,NA,25,NA,NA,NCP
934,Yarbro and Carlson 2008,A,NA,mono,Thalassia testudinum,tropical,Aug,8,8,0,Incubator,NA,NA,NA,NCP_day,day,N,-6.2,NA,64,NA,NA,NCP
935,Yarbro and Carlson 2008,A,NA,mono,Thalassia testudinum,tropical,Nov,11,11,0,Incubator,NA,NA,NA,NCP_day,day,N,-11,NA,121,NA,NA,NCP
936,Yarbro and Carlson 2008,B,NA,mono,Halodule wrightii,tropical,Mar,3,3,0,Incubator,NA,NA,NA,NCP_day,day,N,13,NA,9,NA,NA,NCP
937,Yarbro and Carlson 2008,B,NA,mono,Halodule wrightii,tropical,May,5,5,0,Incubator,NA,NA,NA,NCP_day,day,N,-1.2,NA,25,NA,NA,NCP
938,Yarbro and Carlson 2008,B,NA,mono,Halodule wrightii,tropical,Aug,8,8,0,Incubator,NA,NA,NA,NCP_day,day,N,49,NA,64,NA,NA,NCP
939,Yarbro and Carlson 2008,B,NA,mono,Halodule wrightii,tropical,Sep,9,9,0,Incubator,NA,NA,NA,NCP_day,day,N,-2,NA,81,NA,NA,NCP
940,Yarbro and Carlson 2008,B,NA,mono,Halodule wrightii,tropical,Nov,11,11,0,Incubator,NA,NA,NA,NCP_day,day,N,-33,NA,121,NA,NA,NCP
941,Yarbro and Carlson 2008,C,NA,mono,Thalassia testudinum,tropical,May,5,5,0,Incubator,NA,NA,NA,NCP_day,day,N,9.4,NA,25,NA,NA,NCP
942,Yarbro and Carlson 2008,C,NA,mono,Thalassia testudinum,tropical,Aug,8,8,0,Incubator,NA,NA,NA,NCP_day,day,N,49,NA,64,NA,NA,NCP
943,Yarbro and Carlson 2008,C,NA,mono,Thalassia testudinum,tropical,Nov,11,11,0,Incubator,NA,NA,NA,NCP_day,day,N,4.8,NA,121,NA,NA,NCP
944,Yarbro and Carlson 2008,D,NA,mono,Halodule wrightii,tropical,May,5,5,0,Incubator,NA,NA,NA,NCP_day,day,N,-0.36,NA,25,NA,NA,NCP
945,Yarbro and Carlson 2008,D,NA,mono,Halodule wrightii,tropical,Aug,8,8,0,Incubator,NA,NA,NA,NCP_day,day,N,-0.32,NA,64,NA,NA,NCP
946,Yarbro and Carlson 2008,D,NA,mono,Halodule wrightii,tropical,Nov,11,11,0,Incubator,NA,NA,NA,NCP_day,day,N,-18,NA,121,NA,NA,NCP
947,Yarbro and Carlson 2008,E,NA,mono,Thalassia testudinum,tropical,Mar,3,3,0,Incubator,NA,NA,NA,NCP_day,day,N,-0.91,NA,9,NA,NA,NCP
948,Yarbro and Carlson 2008,E,NA,mono,Thalassia testudinum,tropical,May,5,5,0,Incubator,NA,NA,NA,NCP_day,day,N,-6.8,NA,25,NA,NA,NCP
949,Yarbro and Carlson 2008,E,NA,mono,Thalassia testudinum,tropical,Aug,8,8,0,Incubator,NA,NA,NA,NCP_day,day,N,15,NA,64,NA,NA,NCP
950,Yarbro and Carlson 2008,E,NA,mono,Thalassia testudinum,tropical,Sep,9,9,0,Incubator,NA,NA,NA,NCP_day,day,N,1,NA,81,NA,NA,NCP
951,Yarbro and Carlson 2008,E,NA,mono,Thalassia testudinum,tropical,Nov,11,11,0,Incubator,NA,NA,NA,NCP_day,day,N,3.1,NA,121,NA,NA,NCP
952,Yarbro and Carlson 2009,A,NA,mono,Thalassia testudinum,tropical,Mar,3,3,0,Incubator,NA,NA,NA,NCP_hour,hour,N,-4.9,NA,9,NA,NA,NCP
953,Yarbro and Carlson 2009,C,NA,mono,Thalassia testudinum,tropical,Mar,3,3,0,Incubator,NA,NA,NA,NCP_hour,hour,N,16,NA,9,NA,NA,NCP
